Personnel Name,Customer,Cycle,road_node,Name 1,Street,JWK SALESMAN,Sales Office,Sales Group,Telephone 1,Telephone 2,Transportation zone,Description,Postal Code,Sales district,City,Terms of Payment,Credit limit,Delivering Plant,Risk category,Distribution Channel,Customer group,Division,Changed On Sales Data,Created On Sales Data,Personnel Number,Representative no.,MonFrom1,MonFrom2,TueFrom1,Unnamed: 27,WedFrom1,WedFrom2,ThuFrom1,ThuFrom2,FriFrom1,FriFrom2,SatFrom1,SatFrom2,Latitude,Longitude,Optimized JWK
REKI YULIANDRI,1732572,Genap,"(-5.38975, 105.10619)",TK.PAK MAMO,DSN.SUKARAJA 4 RT.1 KEL.SUKARAJA KEC.GEDONG TATAAN,SELASA GENAP,C051,188,081377816527,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z12,2000000,3006,1.0,2,69,77,01.02.2026,2022-12-06 00:00:00,90052353,90052353,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.390519,105.106715,SENIN GENAP
REKI YULIANDRI,177835,Ganjil,"(-5.39576, 105.02377)",EMRI COSMETIK,JL.KI HAJAR DEWANTORO RT.3/3 NO.858 KEL.PRINGSEWU SELATAN,SELASA GANJIL,C051,188,085269178777,0729-24275,2051036,Pringsewu,35373,35373,LAMPUNG,Z12,2000000,3006,1.0,2,14,77,27.04.2026,2020-02-15 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3570028,104.9761367,SABTU GANJIL
REKI YULIANDRI,1865066,Genap,"(-5.32346, 105.12362)",WR.AI,DSN.TANJUNG REJO RT.1/2 KEL.TANJUNG REJO KEC.NEGERI KATON,JUMAT GENAP,C051,188,081312215514,,2051156,Gedong Tata'an,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2022-07-04 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.3232124,105.1239122,SENIN GENAP
REKI YULIANDRI,1891691,Genap,"(-5.43323, 104.9669)",WR.SOPIA,JL.UTAMA AMBARAWA RT.1/3 KEL-KEC.AMBARAWA,SELASA GENAP,C051,188,+62881026847846,,2051002,Ambarawa,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,69,77,27.04.2026,2022-07-12 00:00:00,90052353,90052353,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.4101826,104.9578475,SELASA GENAP
REKI YULIANDRI,2099916,Genap,"(-5.39336, 105.1013)",WR.CITRA,JL.AIRLANGGA DSN.BOGOREJO 002 RT.2/2 KEL.BOGOREJO KEC.GEDONG,SELASA GENAP,C051,188,081373855587,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z12,2000000,3006,1.0,2,42,77,30.03.2026,2022-09-12 00:00:00,90052353,90052353,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.393313,105.101125,JUMAT GENAP
REKI YULIANDRI,219095,Weekly,"(-5.44425, 105.02078)",TK.RISKI,JL.CERITA DAGANG RT.10-4 NO.57 KEL.WAY HARONG KEC.WAY LIMA,SENIN,C051,188,081212438807,,2051492,Way Lima,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,69,77,28.01.2026,2020-08-19 00:00:00,90052353,90051929,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.4440514,105.0208233,JUMAT
REKI YULIANDRI,2354012,Genap,"(-5.43317, 105.03261)",TK.RYAN,JL.KEDONDONG-GEDONG TATAAN RT.9 KEL.KOTADALAM KEC.WAY LIMA,KAMIS GENAP,C051,188,081271505863,,2051016,Kedondong,35367,35367,LAMPUNG,Z12,2370419,3006,1.0,2,14,77,01.02.2026,2022-11-12 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,-5.433229,105.032719,KAMIS GENAP
REKI YULIANDRI,2463061,Ganjil,"(-5.45837, 105.003)",WR.BUNDA,JL.RAYA KEDONDONG RT.1/1 KEL.GUNUNG SUGIH KEC.KEDONDONG,RABU GANJIL,C051,188,082279818303,,2051016,Kedondong,35368,35368,LAMPUNG,Z12,2000000,3006,1.0,2,69,77,11.03.2026,2022-12-09 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.458125,105.003205,SELASA GANJIL
REKI YULIANDRI,2527389,Ganjil,"(-5.39576, 105.02377)",TK.TOPANMART,JL.TAMBAH MULYO RT.2/1 KEL.WATES TIMUR KEC.GADING REJO,SELASA GANJIL,C051,188,082372941049,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2022-12-28 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.378861,105.021203,SABTU GANJIL
REKI YULIANDRI,2652114,Genap,"(-5.33945, 105.09172)",TK.LIA,JL.KH ABDUL MAJID RT.6/2 NO.178 KEL.KARANG REJO KEC.NEGERI,JUMAT GENAP,C051,188,+6285379257513,,2051011,Gading Rejo,35353,35353,LAMPUNG,Z00,0,3006,5.0,2,69,77,13.02.2026,2023-01-20 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.338272,105.083699,SABTU GENAP
REKI YULIANDRI,2689342,Genap,"(-5.33381, 105.07552)",WR.ROSE,JL.PEMUDA RT.5/2 NO.148 KEL.KARANG REJO KEC.NEGERI KATON,JUMAT GENAP,C051,188,+6285184516653,,2051011,Gading Rejo,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2023-01-26 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.336682,105.081155,SENIN GENAP
REKI YULIANDRI,2872196,Genap,"(-5.39576, 105.02377)",WR.TASYA,JL.MEKAR SARI JOGJAKARTA RT.8/2 KEL.PRINGSEWU,SENIN GENAP,C051,188,+6287869073005,,2051036,Pringsewu,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,09.02.2026,2023-02-27 00:00:00,90052353,90052353,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.347259,105.004177,KAMIS GENAP
REKI YULIANDRI,2872652,Ganjil,"(-5.27779, 105.05673)",WR.CHINDICATE CELL,DEKAT SIDOMULYO RT.1/1 KEL.SIDOMULYO KEC.NEGERI KATON,JUMAT GANJIL,C051,188,+6282294494335,,2051158,Rowo Rejo,35353,35353,LAMPUNG,Z00,0,3006,5.0,2,58,77,04.04.2026,2023-02-27 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,-5.27786,105.056635,SENIN GANJIL
REKI YULIANDRI,2923565,Ganjil,"(-5.47737, 105.00775)",TK.SALSABILA,TANJUNG JATI RT.8/8 KEL-KEC.KEDONDONG,RABU GANJIL,C051,188,085694699508,,2051016,Kedondong,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,14,77,31.08.2025,2023-03-08 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.477244,105.007855,SENIN GANJIL
REKI YULIANDRI,2931827,Genap,"(-5.41507, 105.05217)",WR.SINAR,JL.RAYA KEDONDONG RT.1/1 KEL.PADANG MANIS KEC.WAY LIMA,KAMIS GENAP,C051,188,085367258278,,2051016,Kedondong,35367,35367,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2023-03-10 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,-5.416514,105.053407,KAMIS GENAP
REKI YULIANDRI,2955387,Weekly,"(-5.42119, 105.07377)",WR.TITIN,DSN.CITEMEN RT.1/3 KEL.CIPADANG KEC.GEDONG TATAAN,JUMAT,C051,188,085379490870,,2051626,Cipadang Gedong Tata,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2023-04-19 00:00:00,90052353,90051817,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.421272,105.073892,JUMAT
REKI YULIANDRI,2955388,Ganjil,"(-5.42283, 105.07361)",TK.AYU,DSN.CITEMEN RT.3-3 KEL.CIPADANG KEC.GEDONG TATAAN,SELASA GANJIL,C051,188,085269732877,,2051626,Cipadang Gedong Tata,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,13.04.2026,2023-04-11 00:00:00,90052353,90052438,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.422531,105.073694,JUMAT GANJIL
REKI YULIANDRI,2955401,Genap,"(-5.33381, 105.07552)",WR.HUSNUL,DSN.KARANG REJO RT.1 KEL.KARANG REJO KEC.NEGERI KATON,KAMIS GENAP,C051,188,085929997005,,2051011,Gading Rejo,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,14,77,29.04.2026,2025-02-17 00:00:00,90052353,90051815,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,-5.3392083,105.0753276,SENIN GENAP
REKI YULIANDRI,2955405,Weekly,"(-5.42808, 105.03349)",TK.ANA,DS KOTA DALAM RT 001 RW 001 KEL KOTA DALAM KEC WAY LIMA,JUMAT,C051,188,6282181354578,,2051492,Way Lima,35367,35367,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2025-06-02 00:00:00,90052353,90051817,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.427543,105.033626,JUMAT
REKI YULIANDRI,2955446,Weekly,"(-5.42759, 105.09911)",WR.SUGENG,DSN.SEPAKAT RT.14-7 KEL.SUKADADI KEC.GEDONG TATAAN,JUMAT,C051,188,+628385575659,,2051626,Cipadang Gedong Tata,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,13,77,06.02.2026,2024-08-27 00:00:00,90052353,90051817,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.427821,105.099413,JUMAT
REKI YULIANDRI,2955469,Weekly,"(-5.41956, 105.09603)",WR.MBAK RIRIN,DSN.SUKADADI RT.13-7 KEL.SUKADADI KEC.GEDONG TATAAN,SELASA,C051,188,+6283175965566,,2051626,Cipadang Gedong Tata,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,13.04.2026,2024-08-27 00:00:00,90052353,90051561,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.420017,105.096005,JUMAT
REKI YULIANDRI,2955486,Weekly,"(-5.43176, 105.09871)",TK.ULFA,DSN.SUMBER SARI RT.3-4 KEL.CIPADANG KEC.GEDONG TATAAN,SELASA,C051,188,+6283896354677,,2051626,Cipadang Gedong Tata,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2024-09-23 00:00:00,90052353,90051561,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.431656,105.098859,JUMAT
REKI YULIANDRI,2955603,Weekly,"(-5.39576, 105.02377)",TK.PRIMA,JL.RAYA BULOKARTO RT.1-1 KEL.BULOKARTO KEC.GADING REJO,SENIN,C051,188,082278591956,,2051036,Pringsewu,35672,35672,LAMPUNG,Z00,0,3006,5.0,2,58,77,01.02.2026,2023-11-30 00:00:00,90052353,90051943,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3637106,105.0029676,SENIN
REKI YULIANDRI,2955616,Weekly,"(-5.46812, 104.98573)",WR ERNI,JL RAYA MADA JAYA RT 006 RW 003 KEL TANJUNG REJO,KAMIS,C051,188,+6285768999221,,2051016,Kedondong,35367,35367,LAMPUNG,Z00,0,3006,5.0,2,69,77,14.01.2026,2026-01-14 00:00:00,90052353,90051817,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,-5.468265,104.985743,SELASA
REKI YULIANDRI,2955620,Weekly,"(-5.35511, 105.07588)",TK.YAYA MART,JL.RAYA PURWOREJO DSN.TEGAL SARI RT.1-1 KEL.TEGAL SARI,RABU,C051,188,081379539093,081379539093,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,13.04.2026,2023-05-15 00:00:00,90052353,90051591,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.349347,105.070295,RABU
REKI YULIANDRI,3004868,Ganjil,"(-5.47646, 105.00736)",WR.NUR,DSN.SUNGAI DUA RT.7/2 KEL-KEC.KEDONDONG,RABU GANJIL,C051,188,081273976523,,2051016,Kedondong,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,14,77,23.01.2026,2023-03-23 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.476402,105.007172,SELASA GANJIL
REKI YULIANDRI,3004869,Ganjil,"(-5.41474, 105.02532)",WR.RAMA,JL.RAYA WAY LIMA RT.3/6 NO.319 KEL.KOTA DALAM KEC.WAY LIMA,SENIN GANJIL,C051,188,085273157021,,2051011,Gading Rejo,35367,35367,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2023-03-23 00:00:00,90052353,90052353,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.414935,105.025354,JUMAT GANJIL
REKI YULIANDRI,300860,Genap,"(-5.37647, 105.06885)",TK.BILQIS,JL.RY WONODADI RT.2/3 NO.8 GADING REJO,SENIN GENAP,C051,188,081541241132,085357582275,2051268,Dusun Parerejo,35672,35672,LAMPUNG,Z12,3075021,3006,1.0,2,69,77,29.04.2026,2018-02-19 00:00:00,90052353,90051815,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.37593,105.05569,RABU GENAP
REKI YULIANDRI,300861,Weekly,"(-5.32942, 105.06168)",TK.ARI,JL.RY JOGJAKARTA SELATAN RT.2 NO.26,SELASA,C051,188,081279272966,081366431928,2051011,Gading Rejo,35672,35672,LAMPUNG,Z12,2000000,3006,1.0,2,13,77,29.04.2026,2017-10-30 00:00:00,90052353,90051957,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.349849,105.026363,SABTU
REKI YULIANDRI,3021415,Ganjil,"(-5.32942, 105.06168)",WR.MAHARANI,JL.BELIMBING RT.5/15 KEL.KEDIRI KEC.GADING REJO,KAMIS GANJIL,C051,188,085283960875,,2051400,Yogyakarta Selatan,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2023-03-27 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,-5.346163,105.027604,SABTU GANJIL
REKI YULIANDRI,3029688,Genap,"(-5.32861, 105.06883)",WR.CIA,JL.JAMBU BATU RT.3/1 KEL.PUJO RAHAYU KEC.NEGERI KATON,JUMAT GENAP,C051,188,085279431718,,2051011,Gading Rejo,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2023-03-29 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.328488,105.069066,SABTU GENAP
REKI YULIANDRI,303281,Ganjil,"(-5.39576, 105.02377)",SRC KARISTIN,JL.RY AHMAD YANI RT.3/1 NO.15 BULUKARTO GADING REJO,SELASA GANJIL,C051,188,085279242657,085279242657,2051036,Pringsewu,35372,35372,LAMPUNG,Z14,3899856,3006,1.0,2,69,77,29.04.2026,2017-01-20 00:00:00,90052353,90051924,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.365695,105.0004917,SENIN GANJIL
